Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Not Available,54,115,84.5, NY,1,6,0,0,0,0,0
Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Not Available,60,127,93.5, MD,1,18,0,0,0,0,1
"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Not Available,90,179,134.5, MA,1,7,0,0,0,0,0
Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",138,224,181, CA,1,13,1,0,1,0,0
"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Not Available,54,115,84.5, NY,1,6,0,0,0,0,0
Lead Data Engineer,$190K-$220K(Employer est.),4.1,"Credit Sesame
4.1","Mountain View, CA","Mountain View, CA",51 to 200 employees,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",190,220,205, CA,1,10,1,0,1,1,0
Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),Not Available,35,62,48.5, CA,1,34,0,0,0,0,1
Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Not Available,18,25,21.5, TX,0,43,0,0,0,1,0
R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,Not available,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),Not Available,39,66,52.5, IL,0,Not Available,0,0,0,0,0
Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Not Available,81,167,124, PA,1,36,0,0,0,0,0
Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Not Available,42,86,64, CA,1,24,0,0,0,0,0
Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),3,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN",10000+ employees,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",69,127,98, TN,1,62,1,0,0,0,0
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Millville, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Not Available,21,34,27.5, DE,0,85,0,0,0,0,0
Food Scientist - Developer,$40K-$68K (Glassdoor est.),3.3,"Palermo's Pizza
3.3","Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,Not Available,40,68,54, WI,1,56,0,0,0,0,0
Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Not Available,49,113,81, MD,1,59,0,0,0,0,1
Sr. Data Engineer,$75K-$140K (Glassdoor est.),3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",75,140,107.5, IL,1,15,0,0,0,0,0
Data Scientist - Quantitative,$86K-$139K (Glassdoor est.),3.8,"Truckstop.com
3.8","Chicago, IL","New Plymouth, ID",501 to 1000 employees,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,Not Available,86,139,112.5, IL,0,25,1,0,0,1,1
Data Scientist,$66K-$112K (Glassdoor est.),3.7,"Lockheed Martin
3.7","Herndon, VA","Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon",66,112,89, VA,0,25,1,0,1,0,1
Senior Research Statistician- Data Scientist,$76K-$125K (Glassdoor est.),4.8,"Acuity Insurance
4.8","Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),Not Available,76,125,100.5, WI,1,95,0,0,0,0,0
"Business Data Analyst, SQL",$44K-$86K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",44,86,65, NY,1,18,0,0,0,0,1
Medical Technologist / Clinical Laboratory Scientist,$15-$25 Per Hour(Glassdoor est.),3.4,"Veterans Affairs, Veterans Health Administration
3.4","New Orleans, LA","Washington, DC",10000+ employees,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,Not Available,15,25,20, LA,0,90,0,0,0,0,0
Data Scientist,$53K-$92K (Glassdoor est.),4.3,"Credera
4.3","Dallas, TX","Dallas, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,Not Available,53,92,72.5, TX,1,21,1,0,1,1,1
Senior Data Analyst,$44K-$78K (Glassdoor est.),4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),Not Available,44,78,61, FL,1,10,1,0,0,0,1
BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),3.4,"Church & Dwight
3.4","Ewing, NJ","Ewing, NJ",1001 to 5000 employees,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Not Available,85,134,109.5, NJ,1,174,1,0,0,0,1
Data Engineer,$59K-$110K (Glassdoor est.),3.9,"Cogo Labs
3.9","Cambridge, MA","Cambridge, MA",51 to 200 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Not Available,59,110,84.5, MA,1,15,1,0,1,0,0
Data Scientist,$64K-$111K (Glassdoor est.),3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),Not Available,64,111,87.5, IL,1,28,0,0,0,0,0
Data Analyst,$65K-$120K (Glassdoor est.),3.1,"NCSOFT
3.1","San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",65,120,92.5, CA,0,23,1,1,0,0,1
Associate Data Scientist/Computer Scientist,$60K-$103K (Glassdoor est.),3.2,"MITRE
3.2","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",60,103,81.5, VA,0,62,1,0,1,0,0
Business Intelligence Analyst / Developer,$53K-$105K (Glassdoor est.),4.3,"Dayton Freight Lines, Inc.
4.3","Dayton, OH","Dayton, OH",1001 to 5000 employees,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,"Old Dominion Freight, Pitt Ohio Express",53,105,79, OH,1,39,0,0,0,0,0
Lead Data Scientist,$124K-$204K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Not Available,124,204,164, MA,0,169,1,0,1,1,0
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Not Available,131,207,169, CA,1,44,1,0,1,0,1
Senior Data Scientist,$110K-$174K (Glassdoor est.),3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Not Available,110,174,142, CA,0,24,1,0,1,1,1
Data Analyst,$33K-$62K (Glassdoor est.),2.8,"Community Action Partnership of San Luis Obispo
2.8","Parlier, CA","San Luis Obispo, CA",501 to 1000 employees,Not available,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),Not Available,33,62,47.5, CA,0,Not Available,0,0,0,0,1
Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",52,101,76.5, MA,0,239,0,0,0,0,1
Data Analyst,$48K-$90K (Glassdoor est.),3.4,"TrueAccord
3.4","San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Not Available,48,90,69, CA,1,7,1,0,0,0,1
Data Analyst,$34K-$64K (Glassdoor est.),4,"DRB Systems
4.0","Meridian, ID","Akron, OH",201 to 500 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Not Available,34,64,49, ID,0,36,1,1,0,0,1
Staff Data Scientist,$132K-$211K (Glassdoor est.),3.5,"Western Digital
3.5","San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",132,211,171.5, CA,1,50,1,0,0,1,0
"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),3.8,"Legal & General America
3.8","Frederick, MD","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Not Available,81,133,107, MD,1,39,1,0,0,0,1
System and Data Analyst,$42K-$76K (Glassdoor est.),3.7,"Corcentric
3.7","Cherry Hill, NJ","Cherry Hill, NJ",201 to 500 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Not Available,42,76,59, NJ,1,24,0,0,0,0,1
Data Scientist,$66K-$111K (Glassdoor est.),3.5,"U.Group
3.5","Indianapolis, IN","Arlington, VA",201 to 500 employees,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Not Available,66,111,88.5, IN,0,1,0,0,0,1,0
Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+ employees,Not available,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,Not Available,74,140,107, UT,0,Not Available,0,0,0,0,1
Digital Health Data Scientist,$63K-$110K (Glassdoor est.),4,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Not Available,63,110,86.5, MA,0,171,1,0,0,1,1
Data Scientist,$63K-$105K (Glassdoor est.),4.3,"SMC 3
4.3","Louisville, KY","Peachtree City, GA",51 to 200 employees,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),Not Available,63,105,84, KY,0,85,1,0,0,0,1
Data & Analytics Consultant (NYC),$91K-$138K (Glassdoor est.),4.7,"Systems Evolution Inc.
4.7","New York, NY","Cincinnati, OH",201 to 500 employees,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Not Available,91,138,114.5, NY,0,28,1,0,0,0,1
Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",100,190,145, MA,1,10,1,0,0,0,1
Data Engineer,$62K-$114K (Glassdoor est.),4.4,"Eventbrite
4.4","Nashville, TN","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",62,114,88, TN,0,14,1,0,1,1,1
Big Data Engineer - Chicago - Future Opportunity,$71K-$129K (Glassdoor est.),4.1,"Centro
4.1","Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Mediaocean, The Trade Desk, MediaMath",71,129,100, IL,1,19,1,0,1,1,0
Senior Data Analyst,$43K-$80K (Glassdoor est.),2.9,"National Student Clearinghouse
2.9","Herndon, VA","Herndon, VA",201 to 500 employees,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",43,80,61.5, VA,1,27,1,0,0,0,1
Data Scientist,$74K-$119K (Glassdoor est.),2.5,"comScore
2.5","Portland, OR","Reston, VA",1001 to 5000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Nielsen, Hitwise, Coremetrics",74,119,96.5, OR,0,21,1,0,1,0,0
Survey Data Analyst,$55K-$97K (Glassdoor est.),4.2,"SullivanCotter
4.2","Minneapolis, MN","Chicago, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies",55,97,76, MN,0,28,1,0,0,0,1
Data Scientist,$15K-$16K(Employer est.),3.9,"NPD
3.9","Port Washington, NY","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),Not Available,15,16,15.5, NY,1,54,0,0,0,0,1
Data Scientist,$61K-$106K (Glassdoor est.),4.3,"Bakery Agency
4.3","Austin, TX","Austin, TX",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Not Available,61,106,83.5, TX,1,10,1,0,0,0,1
"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),2.7,"State of Wisconsin Investment Board
2.7","Madison, WI","Madison, WI",51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),Not Available,91,149,120, WI,1,69,1,0,0,0,0
Data Scientist,$127K-$199K (Glassdoor est.),3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Not Available,127,199,163, CA,1,44,0,0,0,0,1
Lead Health Data Analyst - Front End,$74K-$126K (Glassdoor est.),3.4,"Blue Cross & Blue Shield of Rhode Island
3.4","Providence, RI","Providence, RI",501 to 1000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,74,126,100, RI,1,81,0,0,0,1,0
Research Scientist,$33K-$72K (Glassdoor est.),3.8,"Boys Town
3.8","Omaha, NE","Omaha, NE",1001 to 5000 employees,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",33,72,52.5, NE,1,103,0,0,0,0,1
Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),3.6,"Tower Health
3.6","West Reading, PA","Reading, PA",5001 to 10000 employees,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Not Available,17,24,20.5, PA,0,3,0,0,0,0,0
Junior Data Analyst,$37K-$63K (Glassdoor est.),3.3,"The HSC Health Care System
3.3","Washington, DC","Washington, DC",501 to 1000 employees,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Not Available,37,63,50, DC,1,137,0,0,0,0,1
SQL Data Engineer,$67K-$119K (Glassdoor est.),3.4,"Pro-Sphere Tek
3.4","Austin, TX","Alexandria, VA",201 to 500 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Not Available,67,119,93, TX,0,14,1,0,0,1,0
Data Scientist,$72K-$117K (Glassdoor est.),3,"Ameritas Life Insurance Corp
3.0","Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Not Available,72,117,94.5, OH,0,133,1,0,0,0,0
Senior Data Scientist,$116K-$185K (Glassdoor est.),4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Not Available,116,185,150.5, CA,0,38,1,0,1,0,0
Data Scientist,$78K-$126K (Glassdoor est.),3.7,"Genworth
3.7","Raleigh, NC","Richmond, VA",1001 to 5000 employees,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential",78,126,102, NC,0,16,1,0,1,1,1
"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Not Available,42,82,62, MA,1,7,0,0,0,0,0
Analytics Manager,$59K-$116K (Glassdoor est.),4.3,"OneMagnify
4.3","Dearborn, MI","Detroit, MI",201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Not Available,59,116,87.5, MI,0,53,0,0,0,0,1
Clinical Data Scientist,$63K-$105K (Glassdoor est.),4,"Pfizer
4.0","Groton, CT","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Not Available,63,105,84, CT,0,171,0,0,0,1,1
Data Scientist,$109K-$177K (Glassdoor est.),4,"Novetta
4.0","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",109,177,143, VA,0,8,1,0,0,1,0
"Sr. Data Scientist, Cyber-Security LT Contract",$116K-$194K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Phila, PA","Chadds Ford, PA",1 to 50 employees,Not available,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Not Available,116,194,155, PA,0,Not Available,1,0,1,1,1
Data Engineer,$48K-$95K (Glassdoor est.),4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL",51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",48,95,71.5, FL,1,14,1,0,1,1,1
Data Scientist,$83K-$133K (Glassdoor est.),3.9,"Trace Data
3.9","Oakland, CA","Santa Ana, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),Not Available,83,133,108, CA,0,20,1,0,1,0,0
Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",105,198,151.5, CA,0,239,0,0,0,0,1
Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),3.6,"Vionic Group
3.6","San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),Not Available,31,72,51.5, CA,1,14,0,0,0,0,1
Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",98,182,140, MA,0,239,0,0,0,0,1
Senior Data Analyst,$55K-$100K (Glassdoor est.),2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ","Hamilton, NJ",201 to 500 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Not Available,55,100,77.5, NJ,1,6,1,0,0,0,1
Insurance Financial Data Analyst,$45K-$82K (Glassdoor est.),4.2,"Clearwater Analytics
4.2","Boise, ID","Boise, ID",501 to 1000 employees,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),Not Available,45,82,63.5, ID,1,16,0,0,0,0,1
Data Scientist,$83K-$135K (Glassdoor est.),4,"Tekvalley, Corp.
4.0","San Francisco, CA","Pleasanton, CA",1 to 50 employees,Not available,Company - Private,IT Services,Information Technology,Less than $1 million (USD),Not Available,83,135,109, CA,0,Not Available,1,0,0,0,0
Data Scientist,$70K-$122K (Glassdoor est.),3.5,"BWX Technologies
3.5","Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),Not Available,70,122,96, TN,0,170,1,0,0,0,0
Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,Not available,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Not Available,200,250,225, CA,0,3,1,0,0,1,1
Data Engineer,$70K-$132K (Glassdoor est.),3.2,"PennyMac
3.2","Agoura Hills, CA","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",70,132,101, CA,0,12,1,0,0,1,1
Senior Data Scientist,$73K-$124K (Glassdoor est.),3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",73,124,98.5, NJ,0,38,0,0,0,0,1
Data Engineer I - Azure,$54K-$101K (Glassdoor est.),3.9,"Vermeer
3.9","Pella, IA","Pella, IA",1001 to 5000 employees,1948,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),"Caterpillar, John Deere, CNH Industrial",54,101,77.5, IA,1,72,0,0,0,0,1
"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",117,206,161.5, MA,0,239,0,0,0,0,0
MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Lewes, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Not Available,21,34,27.5, DE,1,85,0,0,0,0,0
Sr. Data Scientist II,$111K-$183K (Glassdoor est.),3.4,"Argo Group US
3.4","New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),Not Available,111,183,147, NY,0,72,1,0,1,1,0
Data Scientist,$68K-$112K (Glassdoor est.),3.5,"L&T Infotech
3.5","San Ramon, CA","Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",68,112,90, CA,0,23,1,0,0,0,1
Information Security Data Analyst,$42K-$74K (Glassdoor est.),4.3,"OceanFirst Financial
4.3","Red Bank, NJ","Toms River, NJ",501 to 1000 employees,1902,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),Not Available,42,74,58, NJ,0,118,0,0,0,1,0
Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),4.1,"Associated Electric Cooperative
4.1","Springfield, MO","Springfield, MO",501 to 1000 employees,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),Not Available,44,78,61, MO,1,59,0,0,0,0,1
Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Not Available,81,159,120, PA,1,36,1,0,0,0,0
Data Scientist,$95K-$161K (Glassdoor est.),3.6,"Sotheby's
3.6","New York, NY","New York, NY",1001 to 5000 employees,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),Not Available,95,161,128, NY,1,276,1,0,0,0,0
Data Scientist,$75K-$124K (Glassdoor est.),3.5,"First Tech Federal Credit Union
3.5","Hillsboro, OR","San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),Not Available,75,124,99.5, OR,0,68,1,0,1,1,1
Data Scientist,$72K-$120K (Glassdoor est.),3.6,"Amrock
3.6","Detroit, MI","Detroit, MI",1001 to 5000 employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),Not Available,72,120,96, MI,1,23,1,0,0,0,0
Data Scientist,$76K-$126K (Glassdoor est.),2.3,"Vanda Pharmaceuticals
2.3","Washington, DC","Washington, DC",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Not Available,76,126,101, DC,1,17,1,0,0,0,1
Senior Data Scientist,$114K-$182K (Glassdoor est.),3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),Not Available,114,182,148, CA,1,11,1,0,0,0,0
"Data Scientist, Senior",$108K-$176K (Glassdoor est.),4,"Novetta
4.0","Fort Belvoir, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",108,176,142, VA,0,8,1,0,0,1,0
